job_name,job_desc,item_name,description,qty,unitPrice,unitCost,costType,costCode,isTaxable
Job 2019,Full Remodeling / Roof Replacement,Permits and Fees,,1,1700,1020,Labor,Planning,False
Job 2019,Full Remodeling / Roof Replacement,Repaint all Exterior Windows and Sliding door Framings,,20,250,150,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Repaint all Exterior Windows and Sliding door Framings,"- Prune the trees and plants around the house, and mow the lawn.
- Install bags of mulch.",1,950,570,Labor,Landscaping,False
Job 2019,Full Remodeling / Roof Replacement,Ampliances,"- Frigidaire  - 1.8-cu ft Over-the-Range Microwave ( White )
- Frigidaire -  24-in Front Control Built-in Dishwasher ( White ) , 62-Decibel
- Frigidaire - 30-in Glass Top 5-burner 5.3-cu ft Freestandi",1,2250.0084616686413,1329.53,Materials,Appliances,False
Job 2019,Full Remodeling / Roof Replacement,Dumpster Disposal,,2,550,440,Equipment,Uncategorized,False
Job 2020,Windows Replacement,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2020,Windows Replacement,Size 72 x 44,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,2555.187002876967,1509.86,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 18x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,2388.796750719242,1411.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 36x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 18x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,1588.8,938.64,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 25x37,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,724.8,428.28,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 36x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 36x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 25x37,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Installation,- Florida code 2023,14,450,265.9,Labor,Foundation,False
Job 2020,Windows Replacement,Final inspection,,,,,Labor,Foundation,False
Job 2020,Windows Replacement,Size 72 x 44,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,2555.187002876967,1509.86,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 18x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,2388.796750719242,1411.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 36x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 18x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,1588.8,938.64,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 25x37,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,724.8,428.28,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 36x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 36x62,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",2,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Size 25x37,"- Impact Windows
- Certification Type: Miami
- Frame Type: Flange
- Glass Laminated - Clear",1,1321.6,781.54,Materials,Doors & Windows,False
Job 2020,Windows Replacement,Installation,- Florida code 2023,14,450,265.9,Labor,Foundation,False
Job 2021,Cement Block Wall,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2021,Cement Block Wall,Final inspection,,,,,Labor,Foundation,False
Job 2021,Cement Block Wall,Build a Cement Block Wall,"- Prep the floor - securely fastening the base of the wall to the existing footer
- Build a Cement Block wall - Size 12 x 8 feet (around)
- Build and finish both sides. Attaching the new wall to the e",1,4990,2994,Labor,Masonry,False
Job 2021,Cement Block Wall,Build a Cement Block Wall,"- Prep the floor - securely fastening the base of the wall to the existing footer
- Build a Cement Block wall - Size 12 x 8 feet (around)
- Build and finish both sides. Attaching the new wall to the e",1,4990,2994,Labor,Masonry,False
Job 2022,General Repairs,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2022,General Repairs,Final inspection,,,,,Labor,Foundation,False
Job 2022,General Repairs,Preventive Maintenance,"- Pressure Washer around the windows of the house.
- Recaulking Windows.
- Fill Cracks and Holes around the house.
- Painting with touch-ups in all places recaulked.",1,1590,954,Labor,Miscellaneous,False
Job 2022,General Repairs,Preventive Maintenance,"- Pressure Washer around the windows of the house.
- Recaulking Windows.
- Fill Cracks and Holes around the house.
- Painting with touch-ups in all places recaulked.",1,1590,954,Labor,Miscellaneous,False
Job 2023,Commercial Renovation,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2023,Commercial Renovation,Final inspection,,,,,Labor,Foundation,False
Job 2023,Commercial Renovation,"Project Breakdown - Framing, Drywall and Painting","Framing and Door Installation:
- Frame wall extension over existing wall with dimensions 196"" L x 54"" H (74 sq ft)
- Frame new wall measuring 95"" x 117""
- Create rough opening for 36"" x 80"" door in th",1,5700,3420,Labor,Framing,False
Job 2023,Commercial Renovation,Hood Modification / Connect New Commercial Ovens,"- Remove top and bottom sections of existing hood (light modification, not full replacement)
- Set ovens in place
- Connect to existing utilities (gas/electric assumed available nearby)
> Excludes new",1,300,180,Labor,Mechanical,False
Job 2023,Commercial Renovation,"Project Breakdown - Framing, Drywall and Painting","Framing and Door Installation:
- Frame wall extension over existing wall with dimensions 196"" L x 54"" H (74 sq ft)
- Frame new wall measuring 95"" x 117""
- Create rough opening for 36"" x 80"" door in th",1,5700,3420,Labor,Framing,False
Job 2023,Commercial Renovation,Hood Modification / Connect New Commercial Ovens,"- Remove top and bottom sections of existing hood (light modification, not full replacement)
- Set ovens in place
- Connect to existing utilities (gas/electric assumed available nearby)
> Excludes new",1,300,180,Labor,Mechanical,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Final inspection,,,,,Labor,Foundation,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Framing - Material and Labor,,1250,10.5,6.3,Labor,Framing,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Drywall Installation and Finish - Material and Labor,,1250,9,5.4,Labor,Drywall,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Wall Texture - Orange Peel Spray,,1250,1.8,1.08,Labor,Drywall,False
Job 2024,Bayside Frutiville - 2nd Floor Office,LVP Flooring Material and Installation,,1250,6.85,4.11,Labor,Flooring,False
Job 2024,Bayside Frutiville - 2nd Floor Office,"Baseboard Molding Installation 6"" - Material and Labor",,350,5.9,3.54,Labor,Trimwork,False
Job 2024,Bayside Frutiville - 2nd Floor Office,"Interior Doors, Casings and Hardware - Material and Labor",,4,890,534,Labor,Doors & Windows,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Interior Painting - Full Painting - Material Included,,1,5800,3480,Labor,Painting,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Framing - Material and Labor,,1250,10.5,6.3,Labor,Framing,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Drywall Installation and Finish - Material and Labor,,1250,9,5.4,Labor,Drywall,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Wall Texture - Orange Peel Spray,,1250,1.8,1.08,Labor,Drywall,False
Job 2024,Bayside Frutiville - 2nd Floor Office,LVP Flooring Material and Installation,,1250,6.85,4.11,Labor,Flooring,False
Job 2024,Bayside Frutiville - 2nd Floor Office,"Baseboard Molding Installation 6"" - Material and Labor",,350,5.9,3.54,Labor,Trimwork,False
Job 2024,Bayside Frutiville - 2nd Floor Office,"Interior Doors, Casings and Hardware - Material and Labor",,4,890,534,Labor,Doors & Windows,False
Job 2024,Bayside Frutiville - 2nd Floor Office,Interior Painting - Full Painting - Material Included,,1,5800,3480,Labor,Painting,False
Job 2025,Bayside Fruitville - Lobby,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2025,Bayside Fruitville - Lobby,Final inspection,,,,,Labor,Foundation,False
Job 2025,Bayside Fruitville - Lobby,Demolition,,1,4950,2970,Labor,Demolition,False
Job 2025,Bayside Fruitville - Lobby,Metal Stud Framing - Material Included,,1,8190,4914,Labor,Framing,False
Job 2025,Bayside Fruitville - Lobby,Drywall Installation - Material Included,,1,8590,5154,Labor,Drywall,False
Job 2025,Bayside Fruitville - Lobby,Drywall Finish - Level 4 - Material Included,,1,3893,2335.8,Labor,Drywall,False
Job 2025,Bayside Fruitville - Lobby,Wall Texture - Orange Peel Spray - Material Included,,1,2398,1438.8,Labor,Drywall,False
Job 2025,Bayside Fruitville - Lobby,"Paint - Walls, Doors & Baseboards - Material Included",,1,8590,5154,Labor,Painting,False
Job 2025,Bayside Fruitville - Lobby,Ceiling - Open / Exposed Painted (per plan),,1,3897,2338.2,Labor,Painting,False
Job 2025,Bayside Fruitville - Lobby,LVP Flooring Installation and Material,,1194,6.8,4.08,Labor,Flooring,False
Job 2025,Bayside Fruitville - Lobby,Baseboard Molding Installation,,280,5.9,3.54,Labor,Trimwork,False
Job 2025,Bayside Fruitville - Lobby,"New Double Door Sets, Casings & Hardware - Labor",,2,2690,1614,Labor,Doors & Windows,False
Job 2025,Bayside Fruitville - Lobby,"Interior Doors, Casings & Hardware - Labor",,2,850,510,Labor,Doors & Windows,False
Job 2025,Bayside Fruitville - Lobby,Demolition,,1,4950,2970,Labor,Demolition,False
Job 2025,Bayside Fruitville - Lobby,Metal Stud Framing - Material Included,,1,8190,4914,Labor,Framing,False
Job 2025,Bayside Fruitville - Lobby,Drywall Installation - Material Included,,1,8590,5154,Labor,Drywall,False
Job 2025,Bayside Fruitville - Lobby,Drywall Finish - Level 4 - Material Included,,1,3893,2335.8,Labor,Drywall,False
Job 2025,Bayside Fruitville - Lobby,Wall Texture - Orange Peel Spray - Material Included,,1,2398,1438.8,Labor,Drywall,False
Job 2025,Bayside Fruitville - Lobby,"Paint - Walls, Doors & Baseboards - Material Included",,1,8590,5154,Labor,Painting,False
Job 2025,Bayside Fruitville - Lobby,Ceiling - Open / Exposed Painted (per plan),,1,3897,2338.2,Labor,Painting,False
Job 2025,Bayside Fruitville - Lobby,LVP Flooring Installation and Material,,1194,6.8,4.08,Labor,Flooring,False
Job 2025,Bayside Fruitville - Lobby,Baseboard Molding Installation,,280,5.9,3.54,Labor,Trimwork,False
Job 2025,Bayside Fruitville - Lobby,"New Double Door Sets, Casings & Hardware - Labor",,2,2690,1614,Labor,Doors & Windows,False
Job 2025,Bayside Fruitville - Lobby,"Interior Doors, Casings & Hardware - Labor",,2,850,510,Labor,Doors & Windows,False
Job 2026,Interior Painting - Drywall Repair,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2026,Interior Painting - Drywall Repair,Final inspection,,,,,Labor,Foundation,False
Job 2026,Interior Painting - Drywall Repair,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.
- We use Sherwin Williams Paint.",1,15800,9480,Labor,Painting,False
Job 2026,Interior Painting - Drywall Repair,Drywall Repair,"- Repair the drywall on the column next to the stairs on the first floor.
- Repair the ceiling of the dining/living room, replace the drywall tapes if needed, and apply Killz oil-based primer.
- Repai",1,3890,2334,Labor,Drywall,False
Job 2026,Interior Painting - Drywall Repair,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.
- We use Sherwin Williams Paint.",1,15800,9480,Labor,Painting,False
Job 2026,Interior Painting - Drywall Repair,Drywall Repair,"- Repair the drywall on the column next to the stairs on the first floor.
- Repair the ceiling of the dining/living room, replace the drywall tapes if needed, and apply Killz oil-based primer.
- Repai",1,3890,2334,Labor,Drywall,False
Job 2027,Tile Installation,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2027,Tile Installation,Final inspection,,,,,Labor,Foundation,False
Job 2027,Tile Installation,Tile Material,"- MLB Eastern Promise Marrakesh Palazzo 8x8
- Color: Z0419 Palazzo-Milk-Dove-Smoke
- Design: Marrakesh | Size: 7.874 X 7.874 X 0.500
- Glaze/Color Series: Standard | Type: Field
- Thinset
- Grout",1170,15,9,Labor,Tiling,False
Job 2027,Tile Installation,Tile Installation,,1170,12.5,7.5,Labor,Tiling,False
Job 2027,Tile Installation,Interior Painting - Walls,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting Walls.
- Labor and Material Included
- Sherwin-Williams Paint",1,3890,2334,Labor,Painting,False
Job 2027,Tile Installation,Tile Material,"- MLB Eastern Promise Marrakesh Palazzo 8x8
- Color: Z0419 Palazzo-Milk-Dove-Smoke
- Design: Marrakesh | Size: 7.874 X 7.874 X 0.500
- Glaze/Color Series: Standard | Type: Field
- Thinset
- Grout",1170,15,9,Labor,Tiling,False
Job 2027,Tile Installation,Tile Installation,,1170,12.5,7.5,Labor,Tiling,False
Job 2027,Tile Installation,Interior Painting - Walls,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting Walls.
- Labor and Material Included
- Sherwin-Williams Paint",1,3890,2334,Labor,Painting,False
Job 2028,,Crack Repair + Touch-Up Painting,">Mobilization and site protection
>Inspect and prep crack areas
>Route and clean cracks 
>Apply elastomeric crack filler / stucco patch
>Texture to match existing finish
>Prime repaired areas
>Spot pa",1,1100.0000000000002,660,Labor,Uncategorized,False
Job 2029,SHOWER REMODELING,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2029,SHOWER REMODELING,Final inspection,,,,,Labor,Foundation,False
Job 2029,SHOWER REMODELING,SHOWER REMODELING,"1) DEMOLITION PREPARATION:

Remove existing plastic shower walls and floor

Remove existing shower drain fixture

Remove existing vanity cabinet

Haul away all demolition debris

Clean and prepare sho",1,8965,5379,Labor,Miscellaneous,False
Job 2029,SHOWER REMODELING,Permit fees and inspections,,1,1250,750,Labor,Miscellaneous,False
Job 2029,SHOWER REMODELING,SHOWER REMODELING,"1) DEMOLITION PREPARATION:

Remove existing plastic shower walls and floor

Remove existing shower drain fixture

Remove existing vanity cabinet

Haul away all demolition debris

Clean and prepare sho",1,8965,5379,Labor,Miscellaneous,False
Job 2029,SHOWER REMODELING,Permit fees and inspections,,1,1250,750,Labor,Miscellaneous,False
Job 2030,Crack Repair + Touch-Up Painting,Crack Repair + Touch-Up Painting,">Mobilization and site protection
>Inspect and prep crack areas
>Route and clean cracks 
>Apply elastomeric crack filler / stucco patch
>Texture to match existing finish
>Prime repaired areas
>Spot pa",1,1100.0000000000002,660,Labor,Uncategorized,False
Job 2030,Crack Repair + Touch-Up Painting,Crack Repair + Touch-Up Painting,">Mobilization and site protection
>Inspect and prep crack areas
>Route and clean cracks 
>Apply elastomeric crack filler / stucco patch
>Texture to match existing finish
>Prime repaired areas
>Spot pa",1,1100.0000000000002,660,Labor,Uncategorized,False
